^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2101
!dataset_title = Chitin oligomer chitooctaose effect on seedlings
!dataset_description = Analysis of 14-day-old Col-0 seedlings treated with 1 uM chitooctaose for 3 minutes. Chitooctaose, a chitin oligomer, is released by plant enzymes from the cell wall of many plant fungal pathogens. Results provide insight into the plant defense response to fungal elicitors.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 17722694
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = count
!dataset_reference_series = GSE4746
!dataset_order = none
!dataset_update_date = Oct 10 2012
^SUBSET = GDS2101_1
!subset_dataset_id = GDS2101
!subset_description = control
!subset_sample_id = GSM107437,GSM107438,GSM107439
!subset_type = agent
^SUBSET = GDS2101_2
!subset_dataset_id = GDS2101
!subset_description = chitooctaose
!subset_sample_id = GSM107440,GSM107441,GSM107442
!subset_type = agent
^DATASET = GDS2101
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM107437 = Value for GSM107437: Arabidopsis_Water-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107438 = Value for GSM107438: Arabidopsis_Water-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107439 = Value for GSM107439: Arabidopsis_Water-30M_rep3; src: Arabidopsis 2-week-old seedlings
#GSM107440 = Value for GSM107440: Arabidopsis_Chitooctaose-30M_rep1; src: Arabidopsis 2-week-old seedlings
#GSM107441 = Value for GSM107441: Arabidopsis_Chitooctaose-30M_rep2; src: Arabidopsis 2-week-old seedlings
#GSM107442 = Value for GSM107442: Arabidopsis_Chitooctaose-30M_rep3; src: Arabidopsis 2-week-old seedlings
!dataset_table_begin
ID_REF	IDENTIFIER	GSM107437	GSM107438	GSM107439	GSM107440	GSM107441	GSM107442
264276_at	AT1G60380	47.5934	22.8347	61.1674	12.7856	39.8226	null
264277_at	PG1	189.745	179.631	237.141	227.848	194.799	198.752
264278_at	AT1G60130	32.6891	14.2562	20.0306	24.5023	18.961	33.9154
264279_s_at	AT1G78830	3830.09	4006.6	4326.05	5065.67	5140.1	4940.7
264280_at	BGLU46	67.4684	70.2136	70.1731	136.946	103.935	151.468
264281_at	AT1G61830	55.5849	61.2546	56.9178	63.7933	65.8832	47.6589
264282_at	AT1G61840	42.3417	55.1016	38.5274	28.2881	48.5346	45.6723
264283_at	AT1G61850	207.438	199.09	258.991	203.222	204.204	230.439
264284_at	AT1G61860	19.5425	32.0848	22.6796	22.2658	18.2015	22.7331
264285_at	ATG8C	658.55	586.461	675.216	657.78	655.767	597.786
264286_at	PPR336	725.749	590.72	700.253	655.989	595.451	721.935
264287_at	AT1G61930	34.8714	51.6596	42.2124	35.2432	20.3567	20.2629
264288_at	AT1G62045	123.24	137.336	128.587	128.527	127.774	139.279
264289_at	AT1G61890	494.551	546.805	477.795	1134.88	1069.59	1126.5
264290_at	AT1G78810	179.263	169.418	200.208	153.169	159.988	186.155
264291_at	AT1G78800	213.686	190.142	228.3	194.153	182.946	180.001
264292_at	AT1G78790	207.389	195.365	197.62	204.934	153.374	197.491
264293_at	APC6	129.776	148.207	127.566	126.074	129.805	152.265
264294_at	AT1G78750	31.6194	32.6103	28.1584	34.3058	48.6056	52.2198
264295_at	AT1G78740	81.8254	102.621	85.1597	69.6387	78.7201	74.6135
264296_at	AT1G78720	72.8798	99.3893	78.5601	63.049	101.257	85.1383
264297_at	TBL42	46.2434	47.4817	38.13	31.5456	45.4385	45.5958
264298_at	AT1G78690	127.816	101.131	124.778	140.712	123.67	115.326
264299_s_at	AT1G78860	5397.2	5943.19	5011.57	6816.88	6732.4	6262.81
264300_at	GGH3	1004.2	974.992	949.678	915.968	802.482	839.881
264301_at	AT1G78780	72.7398	48.2779	74.7168	63.587	52.2223	63.5566
264302_at	VHA-A	4435.99	3899.69	4658.27	4636.71	4797.66	4330.62
264303_s_at	UBC35	1893.82	1932.55	1892.86	1879.05	1663.77	1833.18
264304_at	AT1G78895	213.078	189.3	221.321	218.714	190.954	213.267
264305_at	LSH7	47.5973	49.1057	43.688	51.5499	41.602	55.7316
264306_at	AT1G78890	625.204	540.47	603.968	592.998	528.451	546.657
264307_at	AT1G61900	431.659	492.215	451.342	456.799	458.575	441.204
264308_at	AT1G61990	189.181	195.546	185.051	177.287	169.091	182.469
264309_at	AT1G62020	1046.72	993.519	1134.76	970.542	1045.83	1120.78
264310_at	AT1G62030	130.534	126.639	130.616	90.2076	80.8074	74.9607
264311_at	AT1G70400	53.5774	59.0532	52.8321	49.4079	68.496	59.3798
264312_at	AT1G70450	39.5881	16.8988	92.8502	71.738	25.057	17.0893
264313_at	BCA4	2204.08	2109.41	2218.79	2253.75	2477.12	2662.84
264314_at	AT1G70420	57.8046	70.2613	71.8227	284.622	238.314	334.813
264315_at	PG2	2237.85	2170.48	2437.76	2270.38	2395.34	2655.4
264316_at	ENT1	970.815	951.323	1077.62	916.812	905.143	962.677
264317_at	SPDS2	2143.44	2127.94	2179.31	2085.52	1817.41	2168.09
264318_at	KCS2	143.94	98.454	137.36	164.833	115.165	101.25
264319_at	SDD1	202.543	233.765	192.168	205.651	187.98	176.998
264320_at	AT1G04090	44.6309	37.9451	40.5328	38.6075	18.6262	40.3185
264321_at	AT1G04200	249.641	221.4	248.033	281.587	250.551	259.031
264322_at	AT1G04190	489.822	449.93	444.795	440.116	360.839	466.234
264323_at	YUC9	45.8221	37.2729	24.8518	49.2827	3.78212	26.6957
264324_at	XIB	95.749	78.0306	85.8002	104.887	65.5988	66.8509
264325_at	AT1G04150	69.4949	75.186	102.219	71.9449	103.081	82.1673
264326_at	AT1G04230	140.908	115.94	134.879	130.46	102.434	131.977
264327_at	EIF2 GAMMA	2329.34	2571.17	2321.93	2310.01	2438.05	2300.15
264328_at	IAA10	109.942	116.597	90.5051	127.089	82.4582	125.007
264329_at	AT1G04140	782.273	984.333	884.319	821.513	862.115	805.968
264330_at	MRP5	434.196	472.637	406.039	396.133	405.971	424.352
264331_at	AT1G04130	181.21	131.762	141.2	179.424	117.581	155.3
264332_at	AT1G61920	61.4437	71.4684	61.7061	69.2644	64.5137	87.2478
264333_at	TLP4	31.464	33.501	44.2209	41.3946	35.2446	28.804
264334_at	CPK19	56.9032	24.2123	95.0437	93.3237	14.9401	17.9693
264335_s_at	UPL2	985.737	1025.66	950.715	931.904	901.254	1058.08
264336_at	AT1G70360	186.347	234.611	252.608	215.478	248.546	168.756
264337_at	AT1G70350	327.965	367.862	367.572	391.613	339.48	293.472
264338_at	KUP6	273.571	263.636	248.367	235.917	197.935	215.431
264339_at	TPS8	291.839	268.86	317.509	307.636	314.69	412.261
264340_at	AT1G70280	514.685	411.637	470.269	423.077	419.103	495.511
264341_at	AT1G70270	31.8571	54.2274	33.0271	41.0012	41.0264	35.5233
264342_at	AT1G12080	623.025	347.317	670.746	510.823	494.838	407.914
264343_at	AT1G11850	1170.8	970.497	1411.15	1166.52	1089.26	1242.86
264344_at	APA1	5996.18	5950.14	5615.52	5405.09	5286.92	5494.18
264345_at	AT1G11915	78.4476	106.963	98.8766	95.2817	107.186	78.9636
264346_at	AT1G12010	268.712	195.109	285.849	248.092	173.865	267.942
264347_at	LRX1	47.9833	37.8865	48.8699	60.1293	46.7501	45.9415
264348_at	NRT1.1	1993.38	2030.77	1908.67	1730.38	1862.07	1874.68
264349_at	AT1G11930	648.382	434.592	588.13	556.865	455.978	651.56
264350_at	SRS	672.401	726.835	640.817	604.36	554.639	670.337
264351_at	AT1G03370	258.171	264.783	300.755	435.207	531.521	502.848
264352_at	AT1G03270	38.2448	36.2624	42.2047	31.6172	38.137	39.8202
264353_at	AT1G03260	138.413	134.932	128.462	139.738	126.544	135.921
264354_s_at	AT1G03200	48.3595	49.5785	43.4666	37.1954	51.2712	35.8766
264355_at	AT1G03210	587.446	580.805	533.539	599.614	578.362	564.961
264356_at	UVH6	131.907	129.327	122.846	126.582	98.851	115.723
264357_at	RRP4	300.898	251.165	255.324	254.391	200.008	279.098
264358_at	AT1G03180	88.4438	77.0696	70.2403	93.3887	89.3297	81.4607
264359_at	AT1G03320	78.3074	68.3317	82.7643	85.1337	101.038	59.8601
264360_at	DBE1	504.559	464.362	495.075	458.481	437.62	479.72
264361_at	ATDUF1	86.4254	92.8147	82.9941	69.213	84.8577	57.6057
264362_at	AT1G03290	275.974	191.093	237.719	287.455	320.419	314.579
264363_at	AT1G03170	20.4177	19.9409	25.4672	27.3376	39.3266	4.65625
264364_at	AT1G03330	1079.4	982.964	1095.04	1061.02	1030.66	1078.29
264365_s_at	AT1G03230	1863.5	2077.49	2103.69	2856.92	3132.88	3015.47
264366_at	AT1G03250	353.737	276.022	368.877	368.828	240.323	419.387
264367_at	AT1G03350	612.018	467.513	704.023	526.12	554.262	617.7
264368_at	AT1G03280	426.826	335.243	467.918	398.42	450.988	467.886
264369_at	AT1G70430	49.6688	33.1466	37.492	36.6145	44.5643	31.5195
264370_at	AT1G12100	123.777	137.413	114.895	90.913	104.476	140.405
264371_at	ELP	8390.28	6855.49	8735.4	8393.43	8267.7	7598.28
264372_at	GLX1	2926.14	3182.05	2684.58	3003.57	2784.34	2792.91
264373_at	SEC22	1032.56	1025.49	1070.32	1154.49	1052.44	1166.06
264374_at	RR12	297.715	353.17	329.138	308.358	308.897	346.439
264375_at	CIPK16	58.332	53.7506	66.2138	74.7853	48.5483	72.8821
264376_at	AT2G25070	817.016	731.371	816.259	703.471	662.324	724.706
264377_at	ENODL14	376.903	415.185	378.235	419.278	425.04	372.187
264378_at	AT2G25220	116.454	148.117	128.862	128.008	145.708	119.025
264379_at	AT2G25200	65.2804	88.4272	86.7478	80.8595	81.9798	77.5915
264380_at	AT2G25190	329.267	297.575	340.878	492.18	445.673	411.802
264381_at	AT2G25100	216.198	177.039	218.54	222.57	207.605	217.106
264382_at	SDF2	1048.34	944.832	991.11	1063.1	964.066	1127.75
264383_at	GPX1	2104.33	2184.39	2615.84	2069.59	2451.08	2172.51
264384_at	PKL	386.249	323.242	368.594	331.68	319.088	390.693
264385_at	AT1G12020	459.199	430.184	491.812	371.059	394.75	325.853
264386_at	AT1G12000	1976.26	2356.92	2006.83	2142.59	2253.84	2114.02
264387_at	AT1G11990	34.8631	29.699	24.6131	14.0292	11.8377	35.19
264388_at	AT1G11970	55.5377	33.5778	58.6297	21.172	39.9935	50.5594
264389_at	AT1G11960	190.168	166.73	210.168	254.459	234.337	238.837
264390_at	AT1G11950	116.245	126.518	118.44	119.909	111.143	124.967
264391_at	AT1G11920	20.903	8.69933	38.0433	36.0924	28.7894	39.857
264392_at	AT1G11900	79.6359	64.551	74.2965	67.0653	36.6469	64.604
264393_at	AT1G11880	60.2376	47.2112	53.8048	47.3795	19.3287	53.8388
264394_at	AT1G11860	5041.43	4929.26	5137.71	5005.94	5577.96	4817.11
264395_at	AT1G12070	99.7481	80.5102	79.2761	76.288	106.837	74.7228
264396_at	AT1G12050	921.323	865.421	940.19	959	955.455	926.8
264397_at	AT1G11820	720.45	671.888	719.947	619.755	706.098	717.438
264398_at	AT1G61730	1099.28	982.164	1140.91	1004.62	851.034	1046.51
264399_at	AT1G61780	1184.56	1147.94	1398.28	1233.59	1371.07	1236.14
264400_at	GPT2	584.285	381.351	253.835	721.545	595.087	632.424
264401_at	BAN	59.0415	70.7281	42.6194	60.4828	51.3213	52.8504
264402_at	CLPB4	119.171	88.4348	110.926	110.385	91.4624	98.4027
264403_at	AT2G25150	31.3046	15.4446	16.2249	15.2288	24.535	18.7935
264404_at	CYP82F1	43.2523	43.4318	58.6888	43.919	47.1464	31.6244
264405_at	MPK1	68.1949	71.3876	55.5282	39.2444	38.4491	38.9406
264406_at	ADL6	589.858	481.463	580.072	595.716	572.724	576.566
264407_at	AT1G10180	254.992	268.965	252.538	251.569	289.918	251.375
264408_at	FRS11	109.972	104.793	97.0902	83.4238	108.787	87.3943
264409_s_at	AT1G43200	30.5746	17.2374	33.0285	25.7487	17.1349	28.8531
264410_s_at	AT1G43230	35.9069	43.5196	80.4955	64.5756	46.1678	44.1179
264411_at	AT1G43240	39.0763	45.5582	43.8827	43.6338	42.0918	50.8732
264412_at	AT1G43260	17.072	11.7615	19.1309	0.113368	8.23576	14.093
264413_s_at	AT1G43290	64.2119	89.5338	90.7018	87.2782	96.3809	111.106
264414_s_at	AT3G43460	22.4264	13.2905	41.0242	30.2157	27.9345	22.111
264415_at	RAP2.6	174.106	191.05	140.446	179.62	112.047	156.603
264416_at	AT1G43140	141.242	166.016	157.53	172.4	188.913	141.081
264417_at	AT1G43220	33.5302	46.0282	52.9015	68.3198	45.964	39.9948
264418_at	PTB3	819.822	677.074	836.624	791.207	628.945	803.526
264419_s_at	AT1G43310	2339.04	2182.07	2391.52	2335.41	2229.36	2408.61
264420_at	AT1G43320	10.4992	45.7321	18.7141	36.6933	37.8033	38.3682
264421_at	RP1	8057.44	7959.23	8056.75	8009.06	7595.33	7985.15
264422_at	LCV2	545.828	516.76	494.728	489.575	524.678	491.209
264423_at	AT1G61690	120.278	111.4	122.874	107.577	94.4375	126.566
264424_at	AT1G61740	1951.46	2188.58	1879.96	1468.91	1534.45	1756.74
264425_at	AT1G61750	29.221	44.9283	51.0491	38.145	44.5238	31.9061
264426_at	AT1G61760	31.7339	14.9589	25.8146	20.9884	20.9163	17.7273
264427_at	AT1G61770	1070.86	933.697	1130.93	1081.5	1016.87	931.012
264428_at	AT1G61790	2757.13	2403.04	2714.88	2622.92	2532.34	2678.63
264429_at	AT1G61670	345.21	290.947	392.361	329.026	268.876	368.602
264430_at	TPS14	30.5725	31.0308	28.0882	28.0434	35.5388	31.6504
264431_at	AT1G61700	57.0591	37.0867	56.7254	64.759	62.0233	57.2776
264432_at	AT1G61710	35.66	61.1202	61.421	43.7047	52.7729	71.2646
264433_at	BGLU45	25.0379	19.9136	20.6703	25.7525	24.5389	22.6399
264434_at	AT1G10340	33.6756	65.1157	40.3708	116.413	141.265	172.238
264435_at	GSTU18	536.494	514.088	461.55	430.488	535.316	510.063
264436_at	ERD9	689.147	709.061	584.618	769.864	711.354	818.231
264437_at	AT1G27510	759.323	734.496	833.658	700.182	829.572	805.74
264438_at	AT1G27400	4567.2	4411.97	4316.36	4402.81	4552.18	4238.09
264439_at	APT1	3489.24	3226.28	3643.5	3491.22	3379.6	3337.48
264440_at	AT1G27340	608.857	724.164	688.063	656.875	700.774	612.778
264441_at	AT1G27435	1307.1	1414.32	1448.33	1284.9	1302.3	1355.81
264442_at	AT1G27480	544.549	390.958	518.048	511.548	416.153	552.148
264443_at	AT1G27385	834.45	1030.38	872.105	899.432	902.445	802.501
264444_at	SPL11	65.7864	61.5329	66.2682	63.5115	70.0482	83.4503
264445_at	AT1G27290	618.479	727.372	638.519	577.12	642.592	640.234
264446_at	NTF2A	2323.26	2405.12	2163.04	2298.28	2031.39	2249.09
264447_at	AT1G27300	382.624	377.007	348.257	338.082	317.42	320.266
264448_at	HK3	286.784	278.689	298.033	252.923	245.903	248.312
264449_at	NPGR1	283.816	237.14	286.261	265.041	272.367	280.677
264450_s_at	SNL6	181.966	169.195	150.277	123.513	137.082	169.747
264451_s_at	AT1G10260	15.8052	8.06832	25.331	15.8514	20.1626	14.8305
264452_at	GRP23	212.038	190.641	199.68	179.637	162.657	186.708
264453_at	AT1G10300	21.539	31.555	20.9897	21.9915	17.5969	21.4666
264454_at	AT1G10320	95.5165	53.0722	51.8658	41.0789	42.4669	72.3081
264455_at	AT1G10330	40.5825	41.7787	55.6807	26.2907	28.9269	39.0776
264456_at	AT1G10390	399.024	288.231	352.696	347.326	354.903	393.506
264457_at	AT1G10400	57.7554	48.7491	45.9521	52.3346	69.9477	43.7392
264458_at	AT1G10410	726.156	718.229	710.622	672.944	694.044	593.309
264459_at	AT1G10160	118.439	108.512	114.064	100.543	97.9586	77.4417
264460_at	NFXL1	269.432	177.901	223.906	251.961	275.274	273.499
264461_s_at	AT1G10190	null	null	null	22.915	null	null
264462_at	WLIM1	1568.7	1467.41	1684.18	1552.71	1330.03	1516.28
264463_at	AT1G10150	250.626	268.639	297.912	201.042	167.219	214.771
264464_at	AT1G10350	336.959	284.109	361.407	352.51	378.866	332.585
264465_at	SK18	235.131	268.581	252.048	210.434	190.1	223.089
264466_at	AT1G10380	126.151	98.4493	104.527	93.8475	101.245	118.078
264467_at	AT1G10140	316.498	380.473	378.095	420.689	301.393	349.732
264468_at	AT1G10310	446.755	402.273	429.691	450.105	309.411	470.761
264469_at	LBD40	77.0881	89.1671	69.4377	66.2874	68.1248	76.2102
264470_at	CYP735A2	79.1014	78.3285	77.9313	69.6268	75.5651	53.6045
264471_at	AT1G67120	200.591	194.43	177.476	174.095	177.048	195.878
264472_at	SWEETIE	207.33	157.003	217.697	183.163	183.056	219.197
264473_at	AT1G67180	72.8329	84.3329	77.3561	77.2807	60.1751	67.1714
264474_s_at	RBCS1A	13995	12436.6	13208	12906.1	10229.5	14325.7
264475_s_at	AT1G77170	92.0203	52.3344	105.227	99.1062	86.579	85.1213
264476_at	PGSIP2	513.07	354.275	487.599	461.972	355.958	500.479
264477_at	AT1G77240	26.1017	30.168	41.9546	36.169	38.0003	39.0973
264478_at	AT1G77270	26.9309	21.2057	62.4191	33.578	36.8897	34.6405
264479_at	AT1G77280	137.825	118.736	137.956	119.438	103.892	116.043
264480_at	EFS	169.42	164.969	165.413	180.847	162.111	175.275
264481_at	AT1G77200	102.227	130.426	102.225	93.3027	78.5128	92.6205
264482_at	STP14	232.626	237.787	265.527	271.251	303.939	201.634
264483_at	AT1G77230	101.335	82.1662	94.7056	76.7203	72.8446	104.102
264484_at	AT1G77260	417.577	359.647	447.816	406.258	431.373	384.015
264485_at	AT1G77220	247.398	238.532	254.788	274.31	203.558	292.509
264486_at	SKIP	870.365	649.198	917.092	813.685	833.913	760.031
264487_at	VPS45	323.632	809.662	123.005	108.061	230.69	322.035
264488_s_at	AT1G27350	1698.86	1812.98	1790.38	1995.57	1979.45	1789.72
264489_at	SPL10	82.0081	98.7322	85.4017	95.0272	88.4193	104.048
264490_at	TOM20-2	709.492	823.856	795.028	787.301	686.373	747.59
264491_at	AT1G27410	105.721	101.308	105.553	89.7331	70.6723	85.6268
264492_at	AT1G27430	138.829	101.546	141.042	122.966	117.667	121.927
264493_at	GUT2	142.882	154.691	164.403	156.065	188.353	154.863
264494_at	AT1G27461	14.7582	18.3154	45.6329	35.2966	10.2061	33.6796
264495_at	RIC2	32.383	22.2669	27.2863	24.9127	33.3458	8.14588
264496_at	AT1G27285	37.8225	39.6038	54.0031	36.465	36.1385	37.6947
264497_at	PUP4	88.2267	87.199	72.2416	66.7206	76.9572	91.8722
264498_at	DIS2	238.932	262.446	255.388	248.156	174.118	264.207
264499_at	AT1G30795	29.2838	42.7039	30.675	36.9206	33.9254	36.2991
264500_at	AT1G09370	26.448	13.6569	13.8082	19.8535	17.1396	13.5924
264501_at	AT1G09390	142.14	172.242	163.013	129.752	174.681	160.795
264502_at	AT1G09400	38.9736	168.567	39.8062	57.8106	50.285	93.5645
264503_at	AT1G09410	144.253	92.8544	137.114	203.699	219.501	27.6149
264504_at	ACLA-3	1187.75	1156.9	1250.78	1157.86	1265.6	1173.02
264505_at	AT1G09380	69.9497	79.4835	66.1787	69.7677	96.5278	70.1159
264506_at	GLP5	1219.52	859.685	1170.49	1366.1	1362.94	1393.21
264507_at	NIMIN-3	277.345	189.504	286.947	247.466	219.785	295.784
264508_at	PHYA	1145.36	878.222	1277.57	1012.55	990.955	1117.79
264509_at	AT1G09520	317.252	278.328	327.817	295.172	233.263	280.179
264510_at	PIF3	361.762	382.066	336.21	320.972	330.46	299.229
264511_at	GolS3	88.4446	137.29	96.7082	87.6058	114.444	97.8397
264512_at	AT1G09575	96.2661	116.461	114.555	123.402	138.274	132.899
264513_at	G6PD4	185.141	184.53	192.002	187.13	155.286	161.271
264514_at	AT1G09500	11.6339	10.8614	25.4897	7.546	28.2637	19.4015
264515_at	AT1G10090	254.854	279.396	279.451	280.242	277.103	244.518
264516_at	AT1G10090	163.428	214.666	211.182	180.051	186.329	195.855
264517_at	AT1G10120	114.716	102.897	121.742	111.128	102.818	107.797
264518_at	AT1G09980	122.811	136.981	118.004	133.84	102.128	138.59
264519_at	AT1G10000	58.9121	65.5366	56.757	49.5431	40.0911	54.4464
264520_at	AAP8	43.0569	35.3302	36.319	41.4234	33.9539	30.4224
264521_at	AT1G10020	387.228	301.4	416.532	250.964	245.931	288.391
264522_at	AT1G10050	78.8516	82.7558	94.2271	153.352	171.592	129.585
264523_at	ERG28	492.903	449.857	479.308	452.919	398.478	472.199
264524_at	BCAT-2	82.1272	97.6631	83.8953	87.3265	78.1274	98.8564
264525_at	BCAT-1	143.937	153.479	164.01	124.618	134.487	167.544
264526_at	ECA3	304.969	365.243	329.636	324.088	300.327	274.835
264527_at	AT1G30760	102.126	106.077	88.5737	120.009	83.7585	88.0671
264528_at	AT1G30810	107.761	75.6856	106.472	178.797	214.141	264.53
264529_at	AT1G30820	456.912	450.668	541.974	418.59	491.47	435.971
264530_at	AT1G30780	25.19	22.6882	18.1375	18.935	8.25091	18.3691
264531_at	AT1G30790	33.5536	38.1495	52.406	27.9886	26.0901	14.3015
264532_at	SIP1	99.831	89.3079	127.505	103.218	84.9093	100.587
264533_s_at	CAX5	134.267	134.698	121.048	152.426	117.266	150.657
264534_at	AT1G55700	22.6075	29.7694	46.7436	45.9547	44.363	28.5857
264535_at	AT1G55690	338.006	298.31	306.846	278.753	337.665	266.625
264536_at	PRA1.G1	145.064	172.461	195.984	159.116	169.183	122.471
264537_at	BRL1	74.994	53.025	74.6696	55.4609	58.6149	83.7486
264538_at	WRKY10	170.23	107.004	198.943	61.3821	113.712	112.606
264539_at	AT1G55590	102.886	139.742	148.661	83.999	109.262	71.6837
264540_at	AT1G55630	63.8845	90.6229	101.777	68.3271	94.7966	64.5186
264541_at	AT1G55660	125.381	76.3293	72.1666	55.5748	71.5062	53.0486
264542_at	AT1G55830	312.23	127.688	503.389	370.94	115.234	104.692
264543_at	AT1G55790	44.6995	49.4998	34.3505	85.0715	44.0008	25.7932
264544_s_at	AT1G55800	31.1445	31.4179	21.2534	25.0348	25.9018	15.3909
264545_at	PSAG	9403.46	8295.99	10032.7	8517.85	9113.76	9361.16
264546_at	AT1G55805	830.409	886.117	880.776	840.984	791.946	745.618
264547_at	CLC-F	224.036	203.553	218.436	222.542	172.877	230.406
264548_at	AT1G55680	484.404	459.402	459.97	425.518	382.474	448.245
264549_at	AT1G09440	163.486	163.136	189.397	129.723	129.352	167.705
264550_at	AT1G09450	72.8644	67.3684	54.5214	63.2401	47.4154	40.7123
264551_at	AT1G09460	99.3531	97.6368	109.701	100.471	92.9011	99.8739
264552_at	AT1G09470	109.654	75.5452	97.0501	72.4724	78.2894	111.596
264553_s_at	AT1G09490	145.879	117.621	135.487	144.672	94.026	142.297
264554_at	AT1G09510	29.8373	47.1426	42.7444	41.0597	46.5868	55.642
264555_at	AT1G09360	44.3311	42.1253	52.8404	36.4613	49.916	44.572
264556_at	MYB61	80.2338	40.4442	84.39	62.9475	80.5141	57.2721
264557_at	AT1G09550	54.2504	63.1305	66.4401	50.4307	40.6595	48.0971
264558_at	AT1G09600	72.0221	61.0618	60.3735	82.219	63.4065	86.1919
264559_at	AT1G09610	32.8823	40.9016	23.457	31.033	28.3382	33.1849
264560_at	AT1G55820	92.456	101.299	101.528	72.8882	81.3149	79.6019
264561_at	UKL3	814.915	745.407	846.933	716.983	668.434	774.657
264562_at	AT1G55760	101.105	108.652	102.858	102.562	92.0355	78.9485
264563_s_at	AT1G55750	204.211	205.243	158.653	153.646	152.07	183.066
264564_at	AT1G05290	31.1979	16.9183	16.7241	7.73111	16.4875	33.0443
264565_at	AT1G05280	46.8326	39.4537	39.5995	36.9637	33.0579	39.2845
264566_at	AT1G05270	374.548	280.163	413.738	405.05	319.316	392.566
264567_s_at	AT1G05240	1202.78	1344.69	1092.07	1340.32	1016.09	933.577
264568_at	AT1G05150	562.727	453.301	603.559	439.724	430.826	526.052
264569_at	At1g05130	78.5498	47.9634	61.7112	78.8156	43.6285	51.3625
264570_at	AT1G05350	295.957	248.287	300.73	298.274	257.184	333.376
264571_at	AT1G05330	35.3161	33.5463	36.6363	29.7423	36.4277	24.9786
264572_at	AT1G05320	278.504	223.547	357.505	272.512	221.631	311.804
264573_at	AT1G05310	65.659	86.5514	102.236	76.128	97.5636	79.0676
264574_at	ZIP5	74.579	70.2168	94.0529	105.318	65.5169	98.8177
264575_at	emb2394	3749.03	2935.53	3937.28	3586.7	3659	3715.6
264576_at	AT1G05360	164.728	149.415	175.972	189.499	179.692	144.964
264577_at	RCI3	525.095	426.427	547.229	500.767	543.433	382.862
264578_at	AT1G05370	84.1588	112.599	76.7496	96.2795	81.4137	76.0019
264579_at	AT1G05205	984.45	891.101	978.43	993.902	1049.75	913.373
264580_at	AT1G05340	42.8782	30.5084	40.116	91.8164	101.928	113.107
264581_at	AT1G05210	331.938	346.87	346.986	315.359	251.411	356.5
264582_at	HDG2	143.837	167.242	150.755	151.962	172.77	161.048
264583_at	AT1G05170	119.666	84.4116	146.411	113.825	123.776	75.0695
264584_at	AT1G05140	665.688	525.969	671.014	556.69	553.461	548.943
264585_at	AXR1	691.226	715.392	604.01	646.079	508.865	671.74
264586_at	CYP88A3	129.785	113.7	127.386	99.584	102.848	102.033
264587_at	GLR3.4	252.964	224.61	264.909	202.695	211.613	221.263
264588_at	NIP2	209.145	150.236	222.888	191.126	197.218	195.673
264589_at	AT2G17650	60.3325	70.697	108.604	99.0519	77.2135	74.0696
264590_at	AT2G17710	332.686	297.169	304.144	331.767	258.817	310.477
264591_at	AT2G17670	431.194	470.043	467.967	363.955	344.728	432.826
264592_at	AT2G17720	1446.78	1398.62	1398.78	1686.98	1602.17	1462.96
264593_at	ARAC1	448.232	529.965	454.434	489.128	452.714	431.935
264594_at	ATSERAT3;1	142.192	154.936	144.62	155.715	132.922	159.77
264595_at	VAMP721	2241.94	2021.92	2312.29	2169.35	1713.59	2081.42
264596_at	AT1G04625	12.0824	28.9251	26.806	9.80301	24.9667	10.8292
264597_at	AT1G04620	509.057	529.386	533.744	460.291	516.851	442.611
264598_at	YUC3	157.079	201.945	208.487	160.501	148.573	137.566
264599_at	XIA	44.1101	53.2886	53.5239	43.1901	36.3631	47.7588
264600_at	CTF18	80.2648	77.6176	92.5965	81.5773	72.6464	72.6363
264601_at	AT1G04540	101.513	92.5034	65.0695	126.54	175.565	113.432
264602_at	AT1G04700	116.34	98.6258	131.531	120.765	100.841	117.262
264603_at	AT1G04670	58.9214	46.954	27.4334	null	9.09381	4.62751
264604_at	AT1G04650	55.907	31.3409	66.3883	62.2451	67.3345	78.4724
264605_at	IAA12	277.71	242.141	237.849	240.572	241.935	226.096
264606_at	AT1G04660	404.583	438.961	484.966	390.487	400.108	476.121
264607_at	KAB1	2117.89	2528.12	2487.8	2151.57	2289.9	2184.73
264608_at	PKT4	612.577	570.176	628.855	659.776	631.853	613.187
264609_at	AT1G04530	519.27	421.976	506.504	449.325	432.592	570.027
264610_at	AT1G04645	5.90635	23.2803	13.4327	16.6827	22.7187	18.9469
264611_at	AT1G04680	1241.31	1406.48	1196.53	1305.31	1352.15	1249.87
